id,transcript,segments
109,"Perdana Menteri Israel Benjamin Netanyahu bersama Menteri Luar Negeri Amerika Serikat Hambarko Rubio menggelar pertemuan di Yerusalem pada hari Minggu waktu setempat. Pertemuan tersebut membahas terkait usul Presiden Amerika Serikat Donald Trump untuk pengambil alian Gaza. Netanyahu mengatakan dirinya tengah berupaya mewujudkan rencana Donald Trump untuk memindahkan Gaza dan memukimkan kembali penduduk Gaza menjadi kenyataan. Netanyahu mengatakan dirinya bekerja sama dengan Amerika Serikat dalam strategi bersama untuk wilayah Palestina. Di sisi lain, PBB telah memperingatkan pemindahan paksa warga sipil dari wilayah yang diduduki di larang keras menurut hukum internasional dan sama saja dengan pembersihan etnis. Netanyahu mengatakan dirinya tengah berupaya mewujudkan rencana Donald Trump untuk memindahkan Gaza dan memindahkan pemindahan paksa warga sipil dari wilayah yang diduduki di larang keras. Di sisi lain, PBB telah memperingatkan pemindahan paksa warga sipil dari wilayah yang diduduki di larang keras. لأنهم أخذوا طريقهم إلى الخروج, ليس لنا. إنهم أخذوا طريقهم إلى الخروج. يمكن أن يتركن العظماء. ولكن إذا أردت أن يتركن الناس الآخرين، فإعطوهم خيارًا. ليس تجاوز المساعدة المقبولة. ليس تجاوز المساعدة المقبولة. في منطقة الحرب، يتركن الناس. نحن نحاول أن نجعل المجتمع يتركن لكي يخرجوا من طريق المساعدة. في حماس، بأسلحة. بطل. نحاول أن نمنعهم من الخروج. لذلك نحركم حولهم لكي يخرجوا من طريق المساعدة. ولكن إذا أردت أن يتركن الناس، إذا أردت أن يتركن الناس، فهذا خيارًا لهم. وأعتقد أن خطة الرئيس ترامب صحيحة. خطة صحيحة.",
110,"Kita akan bentuk bank emas. Presiden Prabowo Subianto mengumumkan bahwa Indonesia akan miliki bank emas untuk pertama kalinya pada Jumpah Pers di Istana Jakarta 17 Februari 2025. Sebagai negara dengan penghasil emas terbesar di dunia, selama ini Indonesia selalu menyalurkan emasnya ke luar negeri. Oleh karena itu Prabowo membuka bank khusus untuk emas yang ditambang di Indonesia ini. Bank emas rencananya akan diresmikan pada 26 Februari 2025. Kita akan bentuk bank emas. Jadi selama ini kita tidak punya bank untuk emas kita. Tidak ada di Indonesia. Jadi emas kita banyak ditambang dan mengalir ke luar negeri. Kita ingin sekarang punya bank khusus untuk emas. Di Indonesia Insya Allah kita akan resmikan tanggal 26 Februari. Ini saya kira pertama kali ya di Republik Indonesia. Lalu, apa sih keunggulan dari bank emas ini? Sebelumnya, Kepala Eksekutif Pengawas Perbankan Otoritas Jasa Keuangan, Dian Ediana Rai, mengatakan peluncuran bank emas bertujuan untuk mengoptimalkan sumber daya emas di Indonesia yang belum dimanfaatkan secara maksimal. Rencana ini dipandang sebagai upaya meningkatkan nilai tambah bagi pemerintah, masyarakat, dan pelaku usaha. Selain itu, pengembangan usaha bulion diharapkan dapat meningkatkan konsumsi emas ritel dan mempercepat pertumbuhan industri emas. OJK juga telah menerbitkan pedoman terkait penyelenggaraan kegiatan usaha bulion bagi Lembaga Jasa Keuangan melalui POJK No. 17 Tahun 2024. Dian juga menyebut kegiatan bulion bisa meningkatkan pendalaman pasar keuangan di Indonesia. Terima kasih telah menonton!",
111,"Pemimpin Eropa akan menggelar pertemuan darurat yang membahas Perang Rusia-Ukraina pada Senin 17 Februari 2025 di Paris. Hal ini merespon sikap Amerika Serikat yang melakukan pendekatan unilateral terkait perang itu. Pertemuan itu bertujuan untuk menelaah bantuan apa saja yang dapat diberikan ke Ukraina. Eropa juga akan membahas peran apa yang dapat dilakukan untuk menjamin keamanan Kiev. Sebelumnya, Presiden Amerika Serikat Donald Trump sudah berbincang melalui telepon dengan Presiden Rusia Vladimir Putin soal negosiasi damai. Bahkan, Trump dan Putin akan segera bertemu di Arab Saudi. Pertemuan yang tidak melibatkan para pendukung Ukraina yang lain menyebabkan kekhawatiran yang berkembang atas upaya AS untuk mengakhiri perang di Ukraina. Bahkan, seorang pejabat pemerintah Ukraina mengonfirmasi, Kiev tidak diajak dalam perundingan tersebut berlawanan dengan pernyataan Trump. Sementara pada Sabtu 15 Februari 2025, utusan khusus AS untuk Ukraina Kate Kellogg mengatakan para pemimpin Eropa hanya akan dimintai pendapat dan tidak ikut serta dalam pembicaraan antara AS dan Rusia. Menanggapi hal itu, Inggris yang menjadi salah satu pendukung Ukraina dalam perang melawan Rusia, menyatakan kesiapannya untuk menempatkan pasukannya di Ukraina. Hal itu dinyatakan oleh Perdana Menteri Inggris Keir Starmer di Daily Telegraph pada 16 Februari 2025 guna memastikan keamanan Inggris dan negara-negara Eropa sebagai bagian dari kesepakatan damai. Menurutnya, mengamankan perdamaian yang langgeng di Ukraina sangat penting jika mereka ingin menghalangi Putin untuk melakukan agresi lebih lanjut di masa depan. Keir menyebut, peran apapun yang akan dilakukan untuk membantu Ukraina artinya membantu menjamin keamanan benua dan negara. Terima kasih telah menonton!",
112,"last year. Hi. Awww, what do you need? Awwww.",
113,"last year. Hi. Awww, what do you need? Awwww.",
114,"last year. Hi. Awww, what do you need? Awwww.",
115,"last year. Hi. Awww, what do you need? Awwww.",
116,"last year. Hi. Awww, what do you need? Awwww.",
117,"last year. Hi. Awww, what do you need? Awwww.",
118,"last year. Hi. Awww, what do you need? Awwww.",
119,"last year. Hi. Awww, what do you need? Awwww.",
120,"last year. Hi. Awww, what do you need? Awwww.",
121,"last year. Hi. Awww, what do you need? Awwww.",
127,"Zhengxin Plastic Industry was established in 1997, specializing in the production of woven banks, continual banks, tongue banks, paper-plastic-composite banks, and mesh banks. The factory covers an area of more than 20,000 square meters. The company has passed ISO 9001-2015 Quality System Certification. 20 years of plastic woven products export experience. High-quality products are exported to all over the world, including Russia, Poland, Germany, France, the United States, Spain, Italy, Norway, Thailand, Singapore, Malaysia, Cambodia, Japan and other regions in more than 30 countries. Choose Zhengxin. You are more at ease. ",
128,"Presiden Amerika Serikat Donald Trump menyalahkan Presiden Ukraina Vladimir Zelensky atas invasi Rusia. Trump juga meyakini perang antara Rusia dan Ukraina akan segera berakhir setelah perundingan Amerika Serikat dengan Rusia. Dalam pernyataannya di resor wibadi milik Trump di Mar-a-Lago mengatakan seharusnya perang Rusia dan Ukraina bisa diakhiri sejak 3 tahun lalu. Trump juga merespon tudingan jika Ukraina tidak banyak dilibatkan dalam pembicaraan damai antara kedua negara ini. Trump juga menyarankan agar Zelensky bertemu dengan Presiden Rusia Vladimir Putin sebelum bulan ini berakhir ketika Washington merombak sikapnya terhadap Rusia. Trump sama sekali tidak menyebut invasi Rusia ke Ukraina sebagai pemicu awal perang antara Kremlin dan juga KIV. Namun Trump sesubar dirinya bisa menyelesaikan perang antara dua negara ini yang sudah berlangsung selama 3 tahun terakhir. Tapi hari ini saya dengar bahwa mereka tidak dijemput. Ya, mereka sudah berada di sana selama 3 tahun. Mereka seharusnya sudah berakhir selama 3 tahun. Mereka seharusnya tidak berpulang di sana. Mereka bisa membuat perjanjian. Saya bisa membuat perjanjian untuk Ukraina yang memberi mereka hampir semua tanah, Semua, hampir semua tanah dan tidak akan ada orang yang terbunuh dan tidak akan ada kota yang dipisahkan. Dan tidak akan ada kumpulan yang terhukum. Tapi mereka memilih untuk tidak melakukannya. Menurut saya, Presiden Biden tidak memiliki pengetahuan. Dia sangat buruk atas hal ini. Sangat patetis. Sangat sedih.",
129,"Zhengxin Plastic Industry was established in 1997, specializing in the production of woven banks, continual banks, tongue banks, paper-plastic-composite banks, and mesh banks. The factory covers an area of more than 20,000 square meters. The company has passed ISO 9001-2015 Quality System Certification. 20 years of plastic woven products export experience. High-quality products are exported to all over the world, including Russia, Poland, Germany, France, the United States, Spain, Italy, Norway, Thailand, Singapore, Malaysia, Cambodia, Japan and other regions in more than 30 countries. Choose Zhengxin. You are more at ease. ",
130,"Presiden Prabowo Subianto mengungkapkan pentingnya sistem hukum yang solid dalam sebuah negara. Menurutnya penegakan hukum yang baik akan membawa Indonesia menjadi negara kuat. Sebaliknya, sebuah negara tanpa sistem hukum menurutnya merupakan negara yang gagal. Hal ini disampaikan Prabowo saat memberikan sambutan dalam Sidang Istimewa Laporan Tahunan Mahkamah Agung tahun 2025 di Jakarta pada Rabu 19 Februari 2025. Prabowo menyebutkan kuatnya sistem hukum juga merupakan jaminan keadilan bagi rakyat. Dan keadilan menurutnya tidak hanya hak setiap warga negara namun juga tuntutan warga negara. Sebuah negara yang kuat, negara yang berhasil tergantung kepada sistem hukum yang berlaku di negara tersebut. Suatu negara tanpa sistem hukum, negara itu gagal, negara itu tidak bisa berhasil, negara itu tidak berguna bagi rakyatnya. Kelangsungan hidup sebuah bangsa diantaranya tergantung apakah negara itu bisa menegakkan hukum. Menegakkan hukum dan bahwa hukum adalah jaminan keadilan dan keadilan adalah tidak hanya hak setiap warga negara, keadilan adalah tuntutan setiap warga negara. Terima kasih.",
131,"Zhengxin Plastic Industry was established in 1997, specializing in the production of woven banks, continual banks, tongue banks, paper-plastic-composite banks, and mesh banks. The factory covers an area of more than 20,000 square meters. The company has passed ISO 9001-2015 Quality System Certification. 20 years of plastic woven products export experience. High-quality products are exported to all over the world, including Russia, Poland, Germany, France, the United States, Spain, Italy, Norway, Thailand, Singapore, Malaysia, Cambodia, Japan and other regions in more than 30 countries. Choose Zhengxin. You are more at ease. ",
132,"Zhengxin Plastic Industry was established in 1997, specializing in the production of woven banks, continual banks, tongue banks, paper-plastic-composite banks, and mesh banks. The factory covers an area of more than 20,000 square meters. The company has passed ISO 9001-2015 Quality System Certification. 20 years of plastic woven products export experience. High-quality products are exported to all over the world, including Russia, Poland, Germany, France, the United States, Spain, Italy, Norway, Thailand, Singapore, Malaysia, Cambodia, Japan and other regions in more than 30 countries. Choose Zhengxin. You are more at ease. ",
133,"Hello, I'm Vincent and this is our warehouse. Let's go look around. Now we are inside the warehouse and you can see we have a lot of products are ready to ship. For example, this is our T1 table and this is our T9 table. We can store over 10,000 products in the warehouse.",
134,"Presiden Prabowo Subianto mengungkapkan pentingnya sistem hukum yang solid dalam sebuah negara. Menurutnya penegakan hukum yang baik akan membawa Indonesia menjadi negara kuat. Sebaliknya, sebuah negara tanpa sistem hukum menurutnya merupakan negara yang gagal. Hal ini disampaikan Prabowo saat memberikan sambutan dalam Sidang Istimewa Laporan Tahunan Mahkamah Agung tahun 2025 di Jakarta pada Rabu 19 Februari 2025. Prabowo menyebutkan kuatnya sistem hukum juga merupakan jaminan keadilan bagi rakyat. Dan keadilan menurutnya tidak hanya hak setiap warga negara namun juga tuntutan warga negara. Sebuah negara yang kuat, negara yang berhasil tergantung kepada sistem hukum yang berlaku di negara tersebut. Suatu negara tanpa sistem hukum, negara itu gagal, negara itu tidak bisa berhasil, negara itu tidak berguna bagi rakyatnya. Kelangsungan hidup sebuah bangsa diantaranya tergantung apakah negara itu bisa menegakkan hukum. Menegakkan hukum dan bahwa hukum adalah jaminan keadilan dan keadilan adalah tidak hanya hak setiap warga negara, keadilan adalah tuntutan setiap warga negara. Terima kasih.",
149,"Perempuan berani bicara, katanya melawan. Padahal, perempuan memang harus berani speak up dan mandiri secara ekonomi. Biar gak bergantung sama pasangan. Perempuan itu selalu melahirkan aja, di rumah aja. Kalau misalnya gak ada pemakam, mereka pasti akan memberontak juga. Saksikan program Orang Penting bersama Wakil Menteri Pemberdayaan Perempuan dan Anak, Veronika Tan. Hanya di Garuda TV.",
135,"Presiden Prabowo Subianto mengungkapkan pentingnya sistem hukum yang solid dalam sebuah negara. Menurutnya penegakan hukum yang baik akan membawa Indonesia menjadi negara kuat. Sebaliknya, sebuah negara tanpa sistem hukum menurutnya merupakan negara yang gagal. Hal ini disampaikan Prabowo saat memberikan sambutan dalam Sidang Istimewa Laporan Tahunan Mahkamah Agung tahun 2025 di Jakarta pada Rabu 19 Februari 2025. Prabowo menyebutkan kuatnya sistem hukum juga merupakan jaminan keadilan bagi rakyat. Dan keadilan menurutnya tidak hanya hak setiap warga negara namun juga tuntutan warga negara. Sebuah negara yang kuat, negara yang berhasil tergantung kepada sistem hukum yang berlaku di negara tersebut. Suatu negara tanpa sistem hukum, negara itu gagal, negara itu tidak bisa berhasil, negara itu tidak berguna bagi rakyatnya. Kelangsungan hidup sebuah bangsa diantaranya tergantung apakah negara itu bisa menegakkan hukum. Menegakkan hukum dan bahwa hukum adalah jaminan keadilan dan keadilan adalah tidak hanya hak setiap warga negara, keadilan adalah tuntutan setiap warga negara. Terima kasih.",
136,"Ketegangan antara Presiden Amerika Serikat Donald Trump dan Presiden Ukraina Volodymyr Zelensky makin meningkat setelah Trump menyebut pemimpin Ukraina itu sebagai diktator tanpa pemilu. Pernyataan itu disampaikan Trump pada Rabu 19 Februari sambil memperingatkan Zelensky bahwa jika ia mengambil langkah perdamaian, baka Ukraina mungkin tidak akan memiliki negara lagi untuk dipimpin. Komentar kontroversial ini muncul beberapa jam setelah Zelensky membahas pernyataan Trump yang sebelumnya menuduh Ukraina bertanggung jawab atas invasi penuh Rusia pada 2022. Zelensky menyatakan bahwa Trump telah terjebak dalam gelembung disinformasi Rusia. Masa jabatan 5 tahun Zelensky sebenarnya berakhir pada 2024, namun Ukraina membelakukan hukum darurat militer sejak Februari 2022 sebagai respons terhadap invasi Rusia. Di bawah hukum darurat ini, pemilihan umum tidak dapat diselenggarakan, termasuk pemilihan Presiden dan Parlemen. Dia memainkan seperti fiddle. Itu adalah ekspresi yang kami gunakan, ya pak. Untuk mengatakan bahwa dia cukup mudah. Cukup mudah. Seorang diktator tanpa pilihan, Zelensky harus bergerak lebih cepat atau tidak akan memiliki negara lagi. Perlu bergerak cepat karena perang itu berjalan ke arah yang salah. Sementara itu, kami berhasil memerjanjikan pengakhiran perang dengan Rusia. Saya mencintai Ukraina, tapi Zelensky telah melakukan pekerjaan yang teruk. Negara-negara ini telah terhancur, dan miliar-miliar orang telah meninggal secara tidak seharusnya. Dan kamu tidak dapat menyelesaikan perang jika kamu tidak berbicara dengan kedua-duanya. Kamu harus berbicara, mereka belum berbicara selama tiga tahun.",
137,"Presiden Amerika Serikat Donald Trump berencana untuk mengenaikan tarif sebesar 25% untuk impor mobil, semikonduktor, dan farmasi. Melansi Reuters, Trump menyatakan penghutang pada mobil akan diperlakukan paling cepat pada tanggal 2 April. Trump memberikan waktu bagi para produsen cip semikonduktor dan obat-obatan, farmasi untuk mengambil tindakan sebelum pengumuman tarif biaya masuk terbaru. Dirinya berharap para produsen tersebut bersedia mendirikan pabrik di Amerika Serikat sehingga dapat terhindar dari pengenaan biaya masuk. Tarif ini diakini menjadi bagian dari tarif timbal balik Donald Trump yang ditanda tangani di minggu lalu. Terima kasih.",
138,"Toko yang luar biasa, Pak Edin Alaprae, Haji Nuri, Abaib, Bapak-Ibu sudah-sudah sekalian Pertama saya nanti akan hadir di dalam sidang paripurna yang akan diudoli Bapak Ketua DPRD yang hadir bersama para wakil, Ibu Ima, Ibu Rali, Pak Wibi, Bapak Sri Paco dan Bapak-Ibu sudah-sudah sekalian Saya mohon maaf tidak bisa menyebutkan satu persatu karena terlalu banyak Ini menunjukkan bahwa seperti yang disampaikan oleh Pak Gubernur tadi, semesta mendukung Kalau Jakarta begini, Insya Allah Jakarta ini pasti akan lebih baik ke depannya Seperti yang saya sampaikan berulang kali, saya enggak punya beban, saya pasti akan meneruskan Apa yang baik yang sudah dibuat oleh Pak Bios? Apa yang baik yang sudah dibuat oleh Bang Poget? Oleh Mas Anies, oleh Pak Ahok, dan saya bergembira sekali apalagi kalau Mas Anies sama Mas Ahok Udah rukun dahulu Saya juga bersyukur yang dulu yang namanya Korkabi sama EBR gak pernah bersatu Ini menunjukkan sudah waktunya Jakarta menantap ke depan untuk bekerja secara serius dan sungguh Bapak-Ibu sudah-sudah sekalian, pasti mengikuti apa yang saya sampaikan ketika kampanye Para Korkobinda yang hadir, mohon maaf tidak bisa saya sebutkan satu persatu Tetapi intinya adalah, saya butuh pertolongan Bapak-Ibu sekalian untuk membuat Jakarta menjadi kota yang membanggakan Menjadi kota yang membanggakan Bang Bios, Bang Poget, Mas Anies, Pak Ahok sudah meninggalkan legasi yang luar biasa Termasuk Mas Oni, termasuk Bung Risa, Pak Wamen kita Sehingga dengan rupiah sudah-sudah sekalian, begitu hari ini saya dilantik oleh Bapak Presiden Tadi secara khusus juga beliau sudah memberikan arahan kepada saya dan Bang Dut, Bang Farhan Memang betul-betul saya ingin memperbaiki membangun Jakarta ini Dan terutama bagi ASN yang ada di Jakarta Saya akan menjadi kondukter yang baik bagi Bapak-Ibu sekalian Saya tidak akan membawa orang Saya percaya bahwa di dalam ASN pemerintahan Jakarta Banyak sekali orang-orang yang baik yang siap bekerja bersama saya dan Bang Dut dan Pak Sehingga saya menyatakan secara terbuka Walaupun siapapun berbeda pandangan, pendapat dengan saya Tapi untuk membangun Jakarta ini Saya akan membuka ruang seluas-luasnya kita untuk bekerja bersama-sama Yang lalu sudah berlalu, kita harus melihat ke depan Dan saya bersyukur, Pak Teguh Kalau lihat wajah-wajah di ruangan ini adalah wajah-wajah yang dengan optimisme Dan itulah yang dibutuhkan Jakarta saat ini Saya yakin, siakin-yakinnya Pasti saya akan bisa bekerja sama dengan baik dengan DPR di Jakarta Apalagi ketuanya walaupun partenya berbeda dengan saya Wajahnya itu wajah yang sakit Jadi Pak Kailudin, para wakil, Bu Irma, Bu Rani, Pak Wibi, Pak Basri Bajo Walaupun dulu keras banget sama saya Tetapi kita tatap ke depan bersama-sama Untuk kebaikan kita bersama Dengan demikian, saya mau dukungan, saya mau dibantu Saya akan bekerja dengan sungguh-sungguh Saya tidak basah-basi Dan untuk itu mari kita bekerja dengan bahagia Karena bahagia itu penting Pak Teguh, tadi waktu dilantik Ketika dilantik saya nggak nangis, nggak apa-apa Tapi begitu keluar, habis pelantikan, ternyata yang menyambut saya Dari seskap itu semuanya keluar Itu yang membuat saya melakukan hal ini Artinya apa yang kita tanamlah Termasuk lagi, pasti saya berbeda diperlakukan dengan yang lain Karena saya menjalin hubungan yang sangat baik Dengan seluruh ketua umum Seluruh menteri yang ada Inilah modal dasar kita Mudah-mudahan ini bisa bermanfaat, berguna bagi kita semua Karena tadi Pak Teguh di ujug sudah baca pantun Saya kalau nggak baca pantun, rasanya nggak pas Tapi nanti Pak Teguh, ketika di paripurna Saya akan serius menyampaikan apa yang akan saya lakukan Bersama-sama tentunya dengan para pimpinan, para mutafraksi yang ada Pergi ke Senayan, belajar memanas Jangan lupa pemanasan agar tidak cedera Kami datang kembali kota memenuhi amanah Memimpin Jakarta menjadi kota global yang sejahtera Assalamualaikum warahmatullahi wabarakatuh",
